,text,emotion
9754,i think this would be fantastic as i feel the over nutrition of children is suffering and that over of all children are obese,Sadness
9755,i did the yelling the feeling of being extremely mad,Anger
9756,i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had,Anger
9757,im not feeling real strong lately,Joy
9758,i naturally didn t know any fightstar songs they were catchy enough that i could feel like i knew what was going on and they were quite lively and they preformed fantastically well,Joy
9759,i decide to look for professional help and when i find a ceramics repairment atelier that describe themselves as artisans of patrimony specialized in primitive arts and antiquities i feel relief that my damaged fish shape ashtray will finally be in safe hands,Sadness
9760,i feel so vulnerable i need to have a mask on to go into the world or if my desire is caused by a need to divert attention or cover up weakness i should probably be making more constructive use of my time than trying to look pretty,Fear
9761,i like to think true beauty comes from the inside and that im loved for who i am on the inside but i definitely feel less valued and loved when i look like this,Joy
9762,a few monthe ago,Anger
9763,i can flirt along with the best of em and i rarely if ever feel intimidated by male identifying folks or the idea of striking up a conversation with them regardless of how hopelessly attracted i am to them,Fear
9764,i feel this is very dangerous,Anger
9765,i know my good friends are biking through tulip fields i feel a little regretful,Sadness
9766,i was driving i feel so contented after sadhana so fulfilled,Joy
9767,i have a feeling that its something ive missed because it shouldnt be that tedious,Sadness
9768,i was almost in a state of panic because i just feel like im not trusting people right now,Joy
9769,i often find myself feeling assaulted by a multitude of sense impressions,Sadness
9770,i am left feeling like the greedy bastard and i hate it,Anger
9771,i feel like when i entered my relationship with mike i became unwelcome in your life,Sadness
9772,i read and appreciate all comments left but if you have any questions or concerns feel free to email me at contact,Joy
9773,i eat out at such hyped diners feeling satisfied but not extremely contented because the hype felt greater than what i have experienced,Joy
9774,i feel a little like a traitor to my beloved oppies but that said these clothes might just pay off a big chunk of my remaining debt and we all know that money is more important than ethics right,Joy
9775,i feel that my lifes fucked up,Anger
9776,i feel pathetic and the desolation is beyond consolation,Sadness
9777,i don t know how sasha fierce feels i m definitely curious about the future of beyonc s sound,Surprise
9778,i feel incredibly vain and stupid admitting to that,Sadness
9779,i feel youre faithful over me as i sing amp worship you i find no words to describe you,Love
9780,i feel determined to give this process a label,Joy
9781,i can feel that they arent supporting me but that doesnt mean i dont want them im my life,Joy
9782,i feel really damn terrified and rushed to my classroom where my friends are playing and joking around,Fear
9783,im not crossing things off ever growing to do list i feel like i keep making stupid silly mistakes in all areas of my life amp im just tired,Sadness
9784,i feel that supporting or at least not condemning the seal hunt is akin to saying well think of all the good things hitler did,Love
9785,i feel strong style color black line height,Joy
9786,i feel im being generous with that statement,Joy
9787,i know its been awhile since i posted but between feeling crappy all the time work and just being plain lazy i havent even gotten on the computer,Sadness
9788,i to feel sympathetic about the children of the world and the bad messages that we send to them when we live in a lawless culture full of innuendo to the contrary,Love
9789,im pretty picky with the folks i link to i only want to list sites that i feel are worth your valuable time,Joy
9790,i feel kind of uncomfortable as i m about to write a not so favorable review about starters,Fear
9791,i am feeling quite curious and concerned,Surprise
9792,i feel as though i gush on an on about the gorgeous colors of the produce we receive through our farm share and i have to do it again this week,Joy
9793,i feel really wierd about this we are suppose to be casual dating,Joy
9794,i want them to feel as if they are intelligent and able to make their own decisions,Joy
9795,i felt this way before i was feeling rather reluctant whether should i go down to bishan to fetch my boyfriend,Fear
9796,i guess how this clouds your viewing depends on how you feel about filmic content personally i dont really give a shit what a film is saying so much as the way its being said and in this case the film is simply too great to ignore but its a sour note in an otherwise delicious orgy of depravity,Joy
9797,i could of course go on with it feeling resentful of him with him being blissfully unaware of anything being wrong,Anger
9798,i am still feeling a bit melancholy over my daughter going back to college and the end of a fun summer,Sadness
9799,im feeling lucky button on google,Joy
9800,i am feeling abused for having wasted hundreds of dollars a year in subsidization for this crap and though im not sure whether or not im mad as hell im surely not going to be taking it anymore,Sadness
9801,i would pay not to feel so isolated by this,Sadness
9802,ive been struggling a lot lately with feeling inadequate and unsuccessful by societys standards as i watch my peers attending graduating from college and finding jobs that fulfill them,Sadness
9803,i like to know just because i hate feeling like the drama doesn t know but in this case i feel like there s so much territory to mine that i m content to enjoy the ride,Joy
9804,i am feeling valued and supported which is great,Joy
9805,i do not see but could feel that she is someone i am very reluctant to let go,Fear
9806,i sympathize with this person but i also feel a bit skeptical the theme is loss because everyone looses,Fear
9807,i have my favorite cookies in the house oatmeal chocolate chip and its hard to stay away from them since im feel pretty discouraged lately,Sadness
9808,i cant help but feel somehow he was punished in heather mills divorce settlement he is he does have a good sense of hum,Sadness
9809,i didn t feel rushed to finish millions of things and i was able to focus on each task separately,Anger
9810,i feel like a casual gamer,Joy
9811,i get the feeling people think im very whiney which i know i am,Sadness
9812,i dare not say i feel ecstatic now but hey,Joy
9813,i feel his pain but fear he has missed a much larger point,Sadness
9814,i like the padding because it makes the ride more comfortable but it feels funny to walk in when not riding let alone what it looks like lol,Surprise
9815,im feeling passionate about in my own home,Joy
9816,i have not written is that i am still feeling angry about something that happened on friday which seems to have invaded my happy place with recurring angry thoughts,Anger
9817,i admit is inexcusable giving you to feel slightly naughty bestial heck macho even,Love
9818,i was beginning to feel anxious about it and i asked him to help me out,Fear
9819,i respect his feelings and its unfortunate i cant return them but i feel like hes trying to creep closer and closer for the title of boyfriend as in,Sadness
9820,i feel sympathetic towards companies that have done business for a century or two suddenly facing an entirely different situation,Love
9821,i was yelling to the group in front and not getting an answer and getting increasingly concerned and feeling increasingly frustrated with those lagging behind despite repeated explanations and pleas from me regarding the need to catch up with the advance group,Anger
9822,i feeling handsome q where is this lyrics from oh when you look at me like that my darling what did you expect,Joy
9823,i am always feeling hot i am hot to the touch,Love
9824,i feel like i am being punished for something that i didn t even do,Sadness
9825,i do not know what to do in my current space to make myself feel more comfortable,Joy
9826,i feel lucky every single day for it,Joy
9827,i used string and pins but i feel they get too messy and cluttered looking,Sadness
9828,i could feel her loving gaze on me as i made my way down between her legs,Love
9829,i would have been happy to have had a nap but since we were already here steve and i then wandered around the botanical gardens getting a feel tor where i could go to get some lovely shoots for families,Love
9830,i am sitting here taking it all in and feeling blessed,Love
9831,i feel like im a hateful person sometimes,Anger
9832,i dont need that sense of social approval that i craved right now i dont even feel that aching guilt that so often gave me headaches,Sadness
9833,i feel unsure of my footing,Fear
9834,i feel really devastated and i feel like i can t breathe,Sadness
9835,i can usually tell if someone is being honest i can feel if they are sincere and if they are just teasing,Joy
9836,i feel very distraught tonight,Fear
9837,i can t get past feeling like a poseur to become an advocate i was ecstatic to see that keiko zoll has done it,Joy
9838,i can feel my blood start to boil my hands start to twitch and i suddenly get really hot,Love
9839,i am feeling more pain and hurt than i did before,Sadness
9840,i could tell but the pain you feel in your own heart from those whom you have abused will torture you for the duration of your life,Sadness
9841,im half asleep absolutely blissed out feeling as purely ecstatic as i know i will on stage tonight dancing out of the spotlight only to have it follow me like an adoring fan,Joy
9842,i do finally get some sleep i have the craziest weirdest dreams that make me feel like i didnt get any good rest anyways,Joy
9843,i have been in dublin i could not be more grateful for this class as it has allowed me to work with people in need but also allowed me to feel accepted and immersed in the city,Love
9844,im feelin spiteful so well actually visit my house to watch rally finland,Anger
9845,i just feel more resentful and tell myself it was better if i did not share with him,Anger
9846,i came away from the experience feeling rather confused and it left a sour taste in my mouth,Fear
9847,i realised karin s producing a book for those of us who feels keen but worries at the same time,Joy
9848,i feel ecstatic despite being tired,Joy
9849,i stepped outside and became annoyed because the temperature was warm and it was raining it felt as if the weather was conspiring to keep me from feeling festive,Joy
9850,i liked it all the same this one will take a few listening sessions to get a real feel theres a lot distortion in the songs which agitated me a bit but it caused me to do a little research on just what the creative force behind this unusual album,Anger
9851,i feel dumb packing when i can t even get a straight answer about whether or not i m actually going to be able to move somewhere,Sadness
9852,i always had to eat everything on my plate and ate and ate and ate without feeling satisfied,Joy
9853,i find im barely breathing and feel a little frantic,Fear
9854,i went into that feeling more than a little bit scared as my running training to date had been almost non existent,Fear
9855,i now can t help but feel like i ve been sloughed over like an unwelcome burden kathumped on the ground,Sadness
9856,i cannot help but feel a bit anxious on how this delivery will go hopefully another vbac if all goes as planned,Fear
9857,im feeling a bit stressed by the sheer numbers button pressing enthusiasts gathering around my bike,Anger
9858,i just love how when she gets that one on one time with me she feels to loved,Love
9859,i am feeling fine today and felt fine yesterday,Joy
9860,i mean i am kinda feeling disturbed when subaru is close to me,Sadness
9861,i feel like i missed the point with this book and therefore i feel kind of dumb,Sadness
9862,i feel so uncertain about everything right now,Fear
9863,i can make them laugh out loud i feel a keen sense of accomplishment,Joy
9864,im feeling pretty smug about going down yesterday instead of waiting,Joy
9865,ive been feeling pretty terrible for weeks so it would be hard to get significantly worse from where i was,Sadness
9866,i know about bigger kids than her so i dont take for granted that shell turn out any smarter than the average kid and i feel no need to tell her shes smart,Joy
9867,i am not feeling more and more freaking relaxed,Joy
9868,i wasnt exactly sure how i was going to feel after class but it was a gorgeous day and that helped with motivation,Joy
9869,i get the happy i can die now feeling and i honestly feel like if i died in the next few minutes i would be satisfied with life,Joy
9870,ill add special sea shells and some sand for a beachy feel but for now i am loving my eggs,Love
9871,i just feel really irritable and everything drives me insane,Anger
9872,i have to say that when i received a gorgeous parcel of therapi skincare the beauty of the products absolutely took my breath away the lovely white glass packaging looks luxe but retains an apothecary feel perfect for an organic brand,Joy
9873,i really hope you like my card and feel inspired to make christmas cards and a href http papermakeupstamps,Joy
9874,i feel defeated knowing that i cant be like them and that it is because of myself and the things that i have felt that i cant attain great success like them,Sadness
9875,i was able to maintain physical and mental activity as well as have a necessary structure and routine without feeling pressured to overdo it,Fear
9876,occured while preparing for a midterm in social welfare that i thought was going to be very hard and felt unprepared for,Fear
9877,i feel pretty weird about that considering what my friends and colleagues in nyc and new jersey are going through but it s just the reality,Fear
9878,i really dont think he looks at my blog too often so i feel pretty safe posting it this layout is full of a href http www,Joy
9879,i feel delicious thanks,Joy
9880,i continue to feel amazing and feel zero alarm at the prospect my body might die,Joy
9881,i have even a time or two found myself feeling a bit jealous of the mothers who had perfect babies who have been sleeping through the night since they were three months old and speaking in sentences by age two,Anger
9882,i must admit to my feelings of positive jealousy at times when i see their success,Joy
9883,i arrived home hot sweaty and feeling a keen need for the chinese food i d put aside that morning,Joy
9884,i realized this weekend that i am feeling somewhat apprehensive about this surgery,Fear
9885,i feel kinda idiotic because i talked to the bass player shahzad ismaily when i got two shirts and i didnt say anything to him,Sadness
9886,im feeling so sad that come in later years,Sadness
9887,i wake up and i open up my eyes i feel an aching in my heart that s when i realize,Sadness
9888,i have given said friend space distance talked to friend about problems given friend more space and now i am left with a sour friendship that will never be what it was and a feeling of being ignored,Sadness
9889,i feel i just couldn t be bothered with some of the things that used to keep me up at night,Anger
9890,i go to church i ll probably sit in the back feel awkward and not talk to anyone,Sadness
9891,i feel suspicious of wrinkle prevention beauty products for some reason,Fear
9892,i am starting to feel emotional,Sadness
9893,i use vegetable glycerin in my oil cleansing mixture each night and my skin always feels amazing when i use glycerin,Surprise
9894,i feel that if we decided to just be friends as long as it didnt come about in some unfortunate way that i would be completely good with that,Sadness
9895,i feel like a paranoid victim of the system in fear of something learing in the depths,Fear
9896,i actually feel inside which is so dangerous because apart from my shoulder i feel really amazing,Anger
9897,i also know that if i forget for a period of time it would cause tension or a feeling of unease that maybe i am mad at him,Anger
9898,i feel intimidated by these colleagues of mine,Fear
9899,i feel that the world is a tragic and woeful place to live in,Sadness
9900,i am no longer red it feels weird,Fear
9901,i never had that sense of belonging anywhere and where if anywhere is anyone supposed to belong and feel accepted,Love
9902,i do have dark chocolate i may have a square if im feeling the need for a sweet,Love
9903,i kinda feel more relaxed with this blog than with the other one,Joy
9904,i think im getting the feeling that were the weird ones for using dryers most of the time,Surprise
9905,im not feeling homesick,Sadness
9906,i would buy it again because it makes me feel pretty and the smell is divine,Joy
9907,i just couldnt shake the feeling that he is being left out somehow and i sort of hated that i had done this to him,Anger
9908,i put forward to all their social diktats make them feel i am rebellious towards their authority,Anger
9909,i say i only sort of knew him and i don t want to make it like i m personally devastated by it i m certain those who were close with him are feeling devastated and i don t want to appropriate that or disrespect that grief,Sadness
9910,i feel jealous of everyone who has the chance to meet you everyday,Anger
9911,i didnt feel threatened at all by the people like i would have for the first minutes walking in indonesia,Fear
9912,i want to come out about it but i feel so reluctant for some reason,Fear
9913,i basically wrote this for my future self i m feeling generous and think like i should just give the guy a break and list all the queries,Love
9914,im more attracted to him because i feel that he knows that hes weird and being a weirdo myself i figure things might work out,Surprise
9915,i feel sorry gary today pm a href,Sadness
9916,i was really uncomfortable but i got over that because it did make me feel pretty once i put everything else together,Joy
9917,i love it i love doing it that way the pride and self satisfaction i feel when i do something by hand like that is a more pleasant feeling than what most other things in life can offer me these days,Joy
9918,i feel relieved when i don t have to play jeoffrey pagetitle eyo,Joy
9919,i know people usually feel devastated when someone they know dies the fact that they didnt invite me to the funeral has hurt a lot,Sadness
9920,im feeling homesick this week,Sadness
9921,i often feel like the jaded older sister while around them,Sadness
9922,i am saying that i am feeling helpless now that i have to walk on toes,Fear
9923,i go off to sleep and i say i m feeling exhausted and suddenly i go into thoughts about how i m working too hard how i can never get the balance right how i feel like it s all too hard etc i go into a whole story about my life where everything seems overwhelming,Sadness
9924,i think it makes the marathon feel more worthwhile,Joy
9925,i feel like sometimes i am not important at all,Joy
9926,i feel so helpless because i dont know what more to do,Fear
9927,i generally try not to worry about what others think or feel that im putting on a brave face for their benefit,Joy
9928,im feeling pressured because it is crunch time with looming deadlines once i hit the airport thursday i know ill be too busy to worry with the other items for a few days,Fear
9929,i feel that there is too much time and energy devoted to saving the whales the baby seals and the great horned owls,Love
9930,i feel like this inside theres one thing i wanna know whats so funny bout peace love and understanding,Surprise
9931,i also feel more outgoing which is strange because ive always considered myself to be more introverted but here ive been making more friends and putting myself out there more,Joy
9932,im starting to think we may need to have to put a big sign on our door telling them so at least that would save me from feeling rude,Anger
9933,i dont really have any details to share but i feel like blogging and letting all of you know that i am ecstatic,Joy
9934,i feel as though i need to say hi my name is cathy lovely to meet you,Love
9935,i sometimes feel shy about my musical taste because some of it wanders towards what some might call techno slander,Fear
9936,i was feeling apprehensive about my life as a student i felt like i couldnt succeed wouldnt succeed could never succeed,Fear
9937,im feeling mentally burdened with many things to get done,Sadness
9938,i start to remember how desperately i felt when trying to get pregnant after feeling impressed to start having a family and soon finding that its not as easy as you think to just get pregnant,Surprise
9939,i know my children feel valued as equal members of our family,Joy
9940,i know it s gross to think that you are putting snail mucus on your face but it s a small price for beauty plus the texture of the product is just like any other face cream so it won t feel weird,Fear
9941,i feel shamed mentioning the fact that i owned a nokia,Sadness
9942,i did get up to go and see the gp who told me i had probably been over confident that i should have rested for longer that this time i was to go to bed and not get up until hours after i feel better,Joy
9943,i feel it is quite unfortunate to be suggesting an anything but conservative abc type political message as i am someone who holds many values in common with those articulated by the conservative party,Sadness
9944,i never knew i could feel so valued valued beyond what i ever thought possible,Joy
9945,i think that now if i were to ride it without you or with another person present i would feel disheartened,Sadness
9946,i have some great friends who help me deal with my issues because you cant always leave your baggage at the door see offspring feelings you guys know who you are and thanks again for being supportive,Love
9947,i feel ludicrous even thinking these things,Surprise
9948,i feel i did some thing impolite katanya,Anger
9949,i feel like having read ulysses is a club of really smart and fun people and i want to join that club,Joy
9950,i parted feeling that we had created some wonderful memories,Joy
9951,ive been feeling kinda crappy the last couple days so am just kind of in a blah mood,Sadness
9952,i will hopefully be able to feel less inhibited in my writing and not so much like i write too often,Sadness
9953,i was feeling very mellow and it had certainly taken the wallet episode off my mind,Joy
9954,i feel not for you this savage deal leave me with my speedy clutch leave me with brown sugar lunch,Anger
9955,i can feel innocent cuz i aint mean n bitchy,Joy
9956,i feel stress free heading into the holidays,Joy
9957,i have been writing and playing too which feels quite wonderful,Joy
9958,i feel privileged to have them as a part of my world,Joy
9959,i am not an expert i am simply a filmmaker and i feel really uncomfortable speaking from a level higher than the audience especially when there are often real experts in the audience who know much more about medical and radiation issues than i do,Fear
9960,i tell that to has some story about someone who had an awful time conceiving baby but then baby was easy peasy and that just doesnt help me feel better at all,Joy
9961,i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters,Anger
9962,i feel so blessed and grateful for all the people in my life and the richness they bring to it,Love
9963,i was listening to belle and sebastian feeling agitated,Fear
9964,i feel so useless and idle,Sadness
9965,i have a nagging feeling of discontent,Sadness
9966,i feel that those who visit and come to this site become members of it would have a bag of tools which they can use to make their lives successful in many ways,Joy
9967,i keep feel irritated,Anger
9968,i feel like itd be strange at the least and possibly offensive to tell a gay friend id like to experiment or something like that,Surprise
9969,i started feeling pretty good again,Joy
9970,i even had a deep feeling for alaska and the cold and snowy and yet big open land with the pine trees and mountains but im destined to live in southern california,Anger
9971,i find myself when i am feeling most alone,Sadness
9972,i feel pretty content i feel pretty content,Joy
9973,i feel his love and blessings as i meet loving supportive people as im inspired to write new songs and as my life unfolds before me,Love
9974,i feel pretty good about that,Joy
9975,when a friend of mine keeps telling me morbid things that happened to his dog,Anger
9976,i feel like a crappy mummy if were stuck in but there are days where i really cant face much else then venturing out to the garden at pm,Sadness
9977,i left feeling anything but valued and i found myself feeling discriminated against,Joy
9978,i feel highly honored to have been given this special glimpse into the relationship between you and your little nugget,Joy
9979,i do not feel dumb any more,Sadness
9980,ive seen the way serina feels strange if shes not being useful and it sure helps that the cleaner is pretty expensive and not having to pay that money would be pretty great,Fear
9981,i feel sorry for them,Sadness
9982,i feel like a heartless b tch for hating him so much,Anger
9983,i feel pathetic and am asking myself how i could even let things get to that point but i did,Sadness
9984,i feel so blessed that god has chosen me to help guide them,Love
9985,i am so jealous im always jealous when he has fun without me and i fucking hate it i feel pathetic,Sadness
9986,i feel that animals are innocent and because they are innocent they shouldnt have to suffer because humans have problems,Joy
9987,i visit this brand for the first time i feel surprised there are so many accessaries at our website,Surprise
9988,i feel you re in for an unpleasant surprise,Sadness
9989,i were alone i would feel more relaxed about taking photos but a camera to me now feels like a device that shouldnt be present at dining tables much like the phone,Joy
9990,i feel helpless because i cannot stop it,Fear
9991,i coaxed myself up onto a high horse reminding myself how gratuitously and nastily homophobic stand up comedy tends to be and how even if sam kinison s semi famous friend or his opening acts did not happen to fit that bill i still didn t feel like supporting the industry,Joy
9992,i feel but seem to be far more talented in describing exactly what i am thinking,Joy
9993,i feel so comfortable and happy with without having to be blood related to them,Joy
9994,i feel so rejected and unwanted,Sadness
9995,i have a desk job and sit on my ass all day long so sometimes i feel paranoid that i m not being active enough and think things like dear god what if i get so fat that i can never lose the baby weight,Fear
9996,i feel like such a confused person lately sigh,Fear
9997,i feel ive been beaten down by the words of men who have no grounds i cant sleep beneath the trees of wisdom when you ax has cut the roots that feed them forked tounges in bitter mouths can drive a man to bleed from the indide out what if you did,Sadness
9998,i fully understand the feeling of being beaten down wounded and bereft,Sadness
9999,im feeling cranky im very defensive about it,Anger
10000,i often feel dissatisfied with such discussions partly because of the persistent everyone is beautiful nonsense but partly because they rarely go past the effects of advertising on body image,Anger
10001,i have nothnig to say im just feeling giggly as someoen on lauging gas,Joy
10002,i feel intelligent on the outside in comparison to most people i know though i feel so empty on the inside,Joy
10003,i prefer to feel valued than just save money i prefer to work with people i know personally,Joy
10004,i just think it is so quirky and the other day i was not feeling along with a few of the kiddos so daniel being his sweetheart considerate self went and got me this movie,Joy
10005,i designed the retirement detox course for all those people who are maybe feeling a little disillusioned with retirement and are wondering is this all there is then,Sadness
10006,i feel much more relaxed i am enjoying life again i am very comfortable being myself and i never stop dreaming and tackling new projects,Joy
10007,i feel accepted and loved and a place where i belong,Joy
10008,i feel about this totally and completely pissed angry sad disappointed and absolutely furious at tough mudder the biggest rip off on planet earth,Anger
10009,im starting to feel a bit more resolved,Joy
10010,i am feeling like i need to add this photo to my if he wasn t rich she wouldn t be with him a title there is no way this man would have this chick if he wasn t rich biggie kevin hart wiz khalifa bu thaim and jay z href http www,Joy
10011,ive planned and there are still days when i feel stressed to the point of tears and helpless but the good far outweighs the bad and i can honestly say that im happy in this moment,Anger
10012,i generally feel just hopeful enough to get by,Joy
10013,i finally found this afternoon and i wear it feeling like a vicious lurker,Anger
10014,i am still spinning from all the activities but also feeling invigorated and excited by all the demos talks panel discussions exhibitions conversations the art fair the communal meals the art exchange the books the vendor room,Joy
10015,i do feel lonely at times and at times i still feel that i am alone,Sadness
10016,i feel intimidated like i just want to turn around and head back into the safety of my yoga class or hop on the tried and trusty treadmill,Fear
10017,im feeling sentimental so ive decided to make a list of some of the things ill miss most,Sadness
10018,i feel that this a very clever and humorous idea that is memorable,Joy
10019,i was just feeling so annoyed about everything,Anger
10020,i personally feel you can call a guy slutty and matt,Love
10021,i get involved into a tale of good versus evil i want to feel afraid of the dark to a certain extent,Fear
10022,i have to squint with a magnifying glass to read it i chose the little oxford dictionary of english grammar at least this makes me feel intelligent even if wrecking my eyesight to read it makes me an idiot,Joy
10023,i feel like theres a dangerous chance that im pulling a don quixote on this blinding rushing at the windmill that is my eventual marriage or future child,Anger
10024,when my little sister was sick at home and i thought that she would die,Fear
10025,i asked whether if he feel shy around me he said no and he say because im a very active person,Fear
10026,i have a feeling it will be fine,Joy
10027,i feel embarrassment and shame of being victimized,Sadness
10028,i feel sorry for him because his dad is an idiot and a sucker for consumer products,Sadness
10029,i feel offended when friends especially married friends somehow judge me for not being married yet,Anger
10030,ive arranged outings and programs in the community that i feel will be popular with the residents and they are not,Joy
10031,i feel rushed i make poor food choices and start to slide back towards bad habits,Anger
10032,i looked at uncle lin the chubby face feeling very charming never find ah because there is no scrutiny,Joy
10033,i had this feeling that i would be welcomed by the art scene here,Joy
10034,i feel lively happy and ready to live,Joy
10035,im under a lot of stress and feeling overwhelmed,Fear
10036,i just want u to know how u make me feel unimportant ignored jealous and more middle school level adjectives,Sadness
10037,i will rest in the knowledge that even when im feeling isolated i am never alone,Sadness
10038,i said though i am feeling gloomy,Sadness
10039,i never want to diminish the pain ocd has placed on peoples shoulders and so i speak only for myself when i say there is and has been worse to go through than the burden i feel i think to watch my children starve suffer or be tortured would be much worse,Fear
10040,i had this gut feeling that i was going to be ok,Joy
10041,i still do a little floor workout because otherwise i feel antsy or cranky,Anger
10042,i may have to learn how to say their african names so that when im feeling boring and uninteresting i can slide them into conversation to impress others,Sadness
10043,i say that to myself when i am unsure or feeling insecure about what others think of me,Fear
10044,i strongly dislike feeling stupid which is a feeling that comes up for me at least once per day and often more frequently than that,Sadness
10045,i feel more self assured and confident in my abilities,Joy
10046,i actually feel lame because its such a much lighter workout than the px but im able to push harder and i dont dread it so much,Sadness
10047,i just feel left out hated extra,Anger
10048,i don t feel insulted because it doesn t sound insulting at all,Anger
10049,i feel pissed my friend didnt offer me a soda,Anger
10050,im feeling really festive this year usually i dont get in the mood until mid december,Joy
10051,i am no i feel melancholy despondent often angry,Sadness
10052,i have been made to feel totally unwelcome by my managers at work i ve gone from being one of the most trained in my team to human being of the least,Sadness
10053,i feel very honoured and look forward to my time with this apron,Joy
10054,i cant even tell you how refreshed i feel exhausted,Sadness
10055,i feel like im but at least im not feeling pressured to write when i dont want to,Fear
10056,i was still feeling generally needy and wanting to spend more time with her and dealing with the insecurities and well the focus on what my friend was doing,Sadness
10057,i have become too comfortable while at the same time feeling discontent because i have not been pursuing the thing the lord has set on my heart to pursue,Sadness
10058,when i was ditched by my girlfriend,Sadness
10059,im feeling somewhat sleep deprived and dreading my alarm going off tomorrow morning,Sadness
10060,i feel doomed to failure,Sadness
10061,i feel the most overwhelmed,Surprise
10062,i can feel my artistic side melting away into nothing,Joy
10063,i feel our relationship is more divine and informal,Joy
10064,i feel like a perverse pokemon master collecting card keys from girls i almost managed to score on ha,Sadness
10065,im normally a strict pray gods best girl but i can barely handle the torment i feel wrestling in sweet boys heart,Love
10066,i feel that im so excited to tell you everything about korea now,Joy
10067,i have a feeling she wasnt innocent in this,Joy
10068,i am not not studying coz i am feeling complacent,Joy
10069,i feel disgusted c kj rel bookmark class permalink nov middot,Anger
10070,i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,Anger
10071,i still feel good about the fact that im smaller than her now but thats not the drive that got me here,Joy
10072,i just got a whole pile of presents so im feeling generous,Joy
10073,i stand here i feel empty a class post count link href http mooshilu,Sadness
10074,i feel so happy today me so,Joy
10075,i feel so horny in these thigh high nylons,Love
10076,i have weeded out the garden so to speak and it feels fabulous,Joy
10077,i feel like i betrayed my ex like i still need to be loyal to him i want to wait until im completely over my ex,Love
10078,i feel deprived of an opportunity to see victoria take the rubies out for the first time,Sadness
10079,when i had a serious argument with a dear person,Anger
10080,i feel so helpless but so well protected,Fear
10081,i think people are merely lacking of professionalism and ethics when executing their duties which gives rise to condescending attitudes feeling superior when all they do best is boiling water and being completely imperturbable when making mistakes which may be utterly cataclysmic to others,Joy
10082,i feel so unhappy about this,Sadness
10083,i was feeling really rotten,Sadness
10084,i got the feeling that steve was impressed that bi was used in manufacturing and not only in finance as in the us,Surprise
10085,i can help but feel sympathetic,Love
10086,ill be glad when shes all better cuz keeping ollie from fighting with her while shes feeling playful is quite a job,Joy
10087,i continually fight the feeling of jealousy for those who seem successful enough that they have legions of supporters and established indy writing careers but how much of that is a digital illusion and only in my own head i dont know,Joy
10088,i cannot see and help me to feel more confident that my god is exactly who he says he is and that i can trust him,Joy
10089,i am such a private person and although i won t be going into anything too personal i m feeling anxious just writing this,Fear
10090,i feel ugly today,Sadness
10091,i very close with the founder its amazing to feel that a purchase is supporting artisans trying to find their way out of poverty,Joy
10092,i hope to make blood clots feel unwelcome in my body in any way possible as one of my new years resolutions,Sadness
10093,im feeling thankful for the man snoring in bed beside me the girl laying cross wise on my pillow the baby who woke me at a,Joy
10094,im feeling less impressed with the speech this morning than i was last night,Surprise
10095,i make sure that they feel comfortable and assured that someone is willing to listen to them and support them in things we deem significant to them,Joy
10096,im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese,Fear
10097,i feel confident about my drawings ill post em up,Joy
10098,i do not feel i am particularly talented at it,Joy
10099,i love they way they feel in my hand im sort of shocked i dont have some psycho fetish,Surprise
10100,i homophobic men repressed homosexual feelings paranoia projection a tragic story how dangerous sexual repression is,Sadness
10101,i feel let alone give a shit,Sadness
10102,i was in control and now i feel that i have lost it,Sadness
10103,i could feel the envious eyes and hatred stares of the women wising they was in my place at the moment,Anger
10104,i feel a little disheartened with like im making an effort and getting nothing in return,Sadness
10105,i m not feeling creative this week since i really love the stories and photos from this week,Joy
10106,i could be in a pile of mud you can take this figuratively or literally at this point with the gross feeling of just being dirty,Sadness
10107,i feel especially passionate about the friendships and support network that we enjoy as a part of womens ministry at befc today,Love
10108,i write this very moment i feel the cold chill of,Anger
10109,i didnt feel like any of my problems were resolved,Joy
10110,i really wanna see her soon but i feel really needy for asking her if i can see her,Sadness
10111,i feel that giraffes are elegant majestic and appealing,Joy
10112,i know what that feels like and i hate it so i try to be considerate and listen to them,Joy
10113,i feel so blessed that god has given me the wisdom to train them in how to help and be a part of our household,Love
10114,i would probably feel much less exhausted if i had a husband who was able to come home after work and contribute to the parenting and household tasks,Sadness
10115,i get the feeling that after today and yesterday ive gained back every pound ive lost,Sadness
10116,i feel so welcomed in chicago,Joy
10117,i feel pretty tortured because i work a job and often the inspiration strikes while im at work,Fear
10118,i like reading it and feeling sympathetic for people and my mind creates all the descriptive background and scenes the author describes about it,Love
10119,i didnt feel very accepted by most of my family members so my relationship with my church family made up for that,Joy
10120,im feeling punished for having loved the previous books,Sadness
10121,i can sink into the stillness to feel the gentle hum of that light there is pleasure in contrast,Love
10122,i struggled to feel any empathy for any of the characters the main characters anyway while the supporting cast were much more interesting in some ways,Joy
10123,i learned from him that being rich and feeling rich are two different things,Joy
10124,i always feel a little shy in those situations and then nervous that my shyness is making me seem aloof,Fear
10125,i flip on reality tv and i feel fantastic trying to keep a balance between self awareness and simply over analyzing,Joy
